F56	F91	F101	F98	F26	F54	F11	F40	F17	F52	F34	F82	F74	F22	F53	F75	F36	F92	F63	F64	F59	F69	O1	F89	F67	F104	F31	F68	F16	F76	F15	F47	F14	F42	F21	F50	F32	F87	F25	F58	F39	F61	F12	F60	F100	F23	F70	F37	F84	F20	F95	F90	F30	F79	F94	F71	F102	F44	F103	F18	F45	F33	F88	F19	F51	F65	F93	F29	F81	F49	F38	F83	F27	F55	F43	F97	F96	F28	F62	F99	F35	F78	F85	F86	F57	F13	F41	F48	F24	F80	F66	F72	F73	F77
fosA 5_NZ_AEXB01000013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lnu(A) 1_M14039	0.2786	0.1195	0	0.0776	0	0	0	0	0	0	0	0.4304	0	0	0.1013	0.1334	0	0.4203	0.0501	0	0	0.0879	0	0.0952	0	0	0.1846	0.9778	0	0.1727	0	0	0	0	0	0	0.0974	0	0	0	0	0	0	0	0.766	0	0.0495	0.6299	0	0	0	0	0	0	0	0.0781	0	0.1098	0.2334	0.3374	0.5824	0.2665	0.1824	0.2033	0	0	0	0.164	0.0878	0	0	0.2849	0.1126	0	0.106	0.252	0	0.0737	0.0618	1.1842	0.1194	0.0255	0.2238	0	0.0331	0.1847	0.275	0.6899	0	0.1619	0	0	0	0
lnu(B) 1_AJ238249	0.6926	0.7921	0.9576	0.3675	0.5015	0.6651	1.7774	1.1651	0.0602	0.1783	1.3836	0.8153	0.7906	0.2349	0.4076	0.1894	0.2328	0.2985	0.2849	0.132	0.1847	0.2499	0.4156	0.3157	0.7449	0.4516	0.437	0.3205	0.3526	0.3815	0.232	0.2285	0.0988	0.2567	0.1926	0.2159	0.0923	0.2019	0.6253	0.2266	0.7378	0.2929	0.1212	0.0404	0.1814	0.5936	0.8675	0	0.8029	0.635	0.5423	0	0.6953	1.3934	0.0458	0.5177	0.2039	0.4158	0.1105	0.3195	1.1032	0.1683	0.2591	0.1925	0.2156	0.1328	1.285	1.126	0.4987	0.1291	0.7392	0.1349	0.1599	0.2892	0.2009	0.5965	0.5677	0.1746	0.1463	2.0326	0.1131	0.1448	0.053	0.7225	0.0784	0.3497	0.9115	1.6334	0.3139	0.3833	0.0886	0.6382	0.3736	0.3531
lnu(C) 1_AY928180	29.1718	31.8573	39.4197	38.2963	32.0881	25.874	18.8025	29.9275	25.4706	59.8074	45.0671	49.6584	48.6378	19.7161	26.3128	23.1423	39.5561	47.2713	23.8682	37.8968	39.5089	33.4242	28.1689	44.3165	39.767	33.2832	55.3003	36.1685	24.7837	51.2219	26.5089	28.3068	25.0773	30.2158	27.6979	32.0495	32.871	53.5233	30.5148	17.5513	25.5814	30.0586	21.8401	22.2546	38.5437	23.634	30.9643	20.1516	37.6436	31.0926	38.6606	26.3893	22.4604	27.3538	28.7619	25.893	23.1723	28.5184	32.9196	28.3484	40.0916	42.5475	44.6467	39.4158	37.6254	24.2982	42.1821	42.5297	47.9863	27.8096	21.1895	21.267	35.7974	20.628	48.4251	54.3502	30.3657	68.9057	38.2185	63.7177	31.149	35.8633	29.1778	24.4738	24.1715	28.4637	34.0601	65.8426	25.582	28.5649	21.5976	17.6404	10.9998	12.8195
lnu(F) 1_EU118119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0589	0	0	0	0.0228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lnu(F) 2_DQ836009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lsa(B) 1_AJ579365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lsa(C) 1_HM990671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mecA 5_CP000046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mef(A) 10_AF376746	0.3131	5.4719	3.6782	0.5015	12.1254	3.3005	2.695	0.817	5.8797	0.9311	1.6045	0.8465	2.6073	2.369	0.6117	2.1542	0.4143	1.4171	0.6339	1.8007	3.0677	1.3837	3.5266	0.5618	2.0625	1.4467	3.7081	0.4438	2.0221	2.4739	11.6191	0.9626	1.3186	0.6853	11.2255	1.6974	3.6131	2.6649	1.9169	3.092	2.1013	3.7796	11.8667	2.0378	0.6241	2.0351	0.4452	3.1852	2.8581	9.6066	0.9068	1.6099	2.1543	3.4527	3.0135	2.6218	1.5124	1.3568	2.557	5.8452	1.2	3.9185	3.3562	6.5677	1.1511	2.1807	1.4019	7.1413	2.4655	1.8041	0	0.6403	3.6371	1.1441	0.4171	0.5309	2.6384	1.5535	0.4166	0.7486	1.0738	1.3957	1.163	2.0653	3.0232	7.7814	1.3328	0.6421	9.3876	3.0018	0.5391	0.9782	0.2744	0.3631
mef(A) 3_AF227521	10.9387	118.032	92.5818	23.9177	120.6091	102.7819	23.0835	21.166	30.1851	24.6107	40.7091	37.9103	68.0941	24.4329	23.8282	95.5924	38.117	46.0552	22.0177	75.2361	113.2714	29.7986	36.4988	12.6282	78.3425	33.918	38.3255	19.2927	19.175	94.1368	96.6149	46.0444	16.4973	21.6998	106.3426	75.9648	136.3402	98.3908	19.7878	68.1803	78.8006	105.8512	104.6785	81.4637	18.4434	23.8337	23.2462	97.5036	81.0278	83.0376	28.5784	44.6758	80.4873	104.5545	85.7093	109.49	42.8003	41.5367	73.6612	61.2642	27.2175	110.7914	124.3575	65.1629	37.7617	73.9153	39.4011	82.9999	75.7415	77.5412	16.2282	17.0479	41.6838	34.2358	12.126	12.2105	78.1149	22.3498	16.0224	22.7893	34.2939	47.3822	28.8547	41.4616	105.1419	59.6577	49.2345	17.1539	112.9497	104.1074	13.9242	22.688	9.5732	13.4071
mef(B) 1_FJ196385	0	0	0	0	0	0	0	0.0124	0	0	0	0	0	0	0	0	0	0	0.0418	0.007	0	0.0244	0	0	0.0162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0429	0.0355	0.0237	0	0	0	0	0	0	0	0	0	0	0	0.0108	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0084	0	0	0	0	0	0	0	0	0.0172	0	0	0.0071	0	0	0.0184	0	0	0	0	0.045	0	0	0	0.0138
mph(A) 1_D16251	0	0	0	0	0	0.0517	0	0	0	0.0305	0	0	0	0	0	0	0	0	0	0	0.0197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0432	0	0	0	0	0	0	0	0	0.0201	0	0	0	0.0422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134	0	0	0.0175	0	0	0.019	0	0	0
mph(A) 2_U36578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mph(B) 1_D85892	0	0	0.0429	0	0	0	0	0	0.0257	0	0	0	0	0	0	0	0	0	0.0405	0.0715	0.3343	0	0.0354	0	0	0	0	0	0	0.0464	0.0395	0.1557	0	0	0.041	0.046	0	0.172	0	0.0322	0.0419	0.0312	0	0.0688	0	0	0	0	0	0	0.042	0	0	0.1396	0	0	0	0	0	0.0454	0	0.0358	0.0368	0	0.2755	0.0251	0	0	0	0.0489	0	0	0	0	0	0	0.0806	0	0	0	0	0	0	0	0.0401	0	0	0	0.0535	0.1306	0	0	0	0
mph(C) 2_AF167161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mph(E) 3_EU294228	0	0.0499	0	0	0	0	0	0.0187	0	0	0	0	0.0162	0	0	0	0	0	0	0	0	0	0.0366	0.0398	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0445	0	0	0	0	0	0	0	0	0.0207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0381	0	0	0.039	0.0366	0	0	0	0	0	0	0	0	0	0	0	0	0.1236	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mph(E) 5_DQ839391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0209	0	0	0	0	0.0398	0	0	0	0	0	0	0	0	0	0	0	0.0476	0	0.0445	0	0.0333	0	0.0323	0	0	0	0	0.0207	0	0	0	0	0	0	0	0.0403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0209	0	0.0258	0	0	0	0	0	0.0138	0	0	0	0	0	0	0	0	0
msr(A) 1_X52085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0284	0	0	0	0	0	0	0	0	0	0	0	0.0097	0	0	0	0	0	0.0112
msr(A) 2_AB013298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0112
msr(D) 2_AF274302	0.7407	3.2174	2.3602	0.5795	6.6102	4.9696	2.3593	1.0831	3.6127	1.4487	1.5627	2.24	3.3386	1.9079	1.5353	1.6445	2.5582	2.449	1.0551	2.0979	7.8421	1.791	2.0656	0.5818	6.8026	1.5104	2.339	0.9701	2.3586	3.9848	5.9429	1.9	0.8024	0.9811	4.6929	2.8888	6.6576	4.6783	0.747	4.1864	8.7205	6.5604	3.5622	2.6066	0.3986	1.5129	1.0196	2.7078	2.1101	4.1466	0.8952	2.188	3.3593	2.9374	5.9473	3.9492	4.726	4.4703	1.3993	6.7433	3.1629	5.3268	5.8186	2.0698	0.8498	5.6567	2.5355	5.8627	4.309	2.3576	0.7065	1.0314	3.2094	2.2574	0.8998	0.4846	4.3064	1.2345	0.755	2.4115	2.2701	4.2715	1.848	2.3852	5.6862	2.2143	1.0889	1.6489	2.7002	2.7472	0.6565	1.4486	0.3485	0.9111
msr(D) 3_AF227520	1.0086	5.164	3.4199	0.9658	7.8883	8.1189	2.029	1.5791	4.1453	1.994	2.5544	2.24	4.4281	2.4691	2.1425	1.7199	3.2256	4.0183	1.4408	3.1354	10.3238	2.189	2.7211	0.7326	9.2547	2.5245	2.8402	1.1062	2.3024	5.5996	7.0516	2.8282	0.7788	1.4717	6.3493	4.4879	7.6937	6.5352	1.0458	5.2692	11.6821	8.5723	3.3305	3.5527	0.7626	1.1977	1.8487	4.9881	3.683	5.2591	1.225	3.9439	3.913	4.0732	7.4123	6.0431	6.2607	6.1094	2.1914	6.0054	4.2611	7.558	9.3263	2.3688	0.9013	7.6458	4.1597	6.7904	5.1827	3.3925	0.3532	1.6115	3.4896	3.2019	1.1038	0.7126	5.6741	1.3346	0.8808	3.5837	3.243	5.9604	2.5062	3.6719	8.0162	2.6321	2.1467	2.527	3.2703	4.359	0.7201	1.7535	0.5355	1.3047
msr(E) 4_EU294228	0.0312	0	0.1431	0	0	0.0286	0	0.01	0	0.0338	0	0	0.0087	0	0.0227	0	0	0.0236	0	0.0227	0	0	0	0	0	0.0214	0	0.0169	0	0.0258	0	0.0108	0	0	0	0.0511	0	0.0239	0	0.0536	0	0.0173	0.3156	0	0	0	0.0333	0	0	0.0501	0.0233	0	0	0	0	0.0088	0.0241	0	0.0262	0.0252	0	0	0	0	0.051	0.007	0.0196	0	0	0	0	0	0	0.0456	0	0	0.0224	0	0.0277	0.0664	0	0.0057	0	0	0.0148	0	0	0.0097	0	0	0.021	0	0.0168	0.0334
nimA 1_X71444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1492	0	0	0	0	0	0	0.0842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nimB 1_X71443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0982	0	0	0	0.0486	0.0246	0.0473	0.0853	0.0851	0.1847	0.0565	0.0925	0	0	0	0	0	0	0	0	0	0	0.0945	0	0	0	0	0	0	0.0827	0	0	0.048	0	0	0	0	0	0	0.1678	0	0	0	0	0.1131	0	0	0	0	0	0	0.0604	0	0	0.0851	0.0587	0	0	0	0.0987	0	0	0.0484	0	0.0599	0	0.1158	0.1729	0	0	0.0642	0	0	0	0	0	0	0	0	0
nimC 1_X76948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1359	0	0	0	0	0	0	0	0	0	0
nimD 1_X76949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0937	0	0	0	0	0	0.1882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nimE 1_AM042593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
nimH 1_FJ969397	0.0775	0	0.3554	0.8636	0	0.1421	1.0443	0.0498	0.5663	0.5029	0	0.958	0.3457	0	0.1127	0.2968	0	0	0.1116	0.2537	0.5425	0.6851	0.9769	1.4837	0.3242	1.4857	0.5136	0	0.1381	0.1281	0.3272	0.1611	0.1161	0.9048	0.5657	0	0.3253	0.2372	0.1225	0.0888	0.4624	0.1721	0.8546	0	0.5967	0.4651	0.3306	0	0	0.6218	0.3476	0.3986	0	0.1926	0.2151	0	0.2396	0.1221	0.5194	0	0	0	0.203	0.4524	0	0	1.0717	0.1825	0	0.1685	0	0	1.1275	0.2266	0.354	0.701	0.0556	0.2461	0.4813	0.6589	0.1329	1.3325	0.3735	0	0.5527	0.5137	0.2295	0	0.2951	0	0.1042	0	0.0418	0
nimJ 1_NZ_JH815495	0	0.6881	0	0.0745	0.8471	0.3677	0.4003	0.2576	0.2442	0	0.8923	1.4458	0.0373	0.3174	0.0486	0.064	0	0.1009	0	0.1945	0	0.422	1.3479	0	0.0559	0	0.1772	0	0.2382	1.0495	0.9406	0.2779	0.3003	0	0.0976	0	0.9351	0.6137	2.7461	0.1531	0	0.1484	0.2457	0.1638	0.2941	0.4011	0.3327	0.9068	1.9527	0.6435	0.3997	1.0312	0.1566	0	0.2782	0.4122	0.31	0.1053	2.5757	0.5397	0.1863	0.1705	0.4376	0.2926	0	1.4061	0	0.3935	0.0842	0.0291	0	0.5468	0.5402	0.5862	0	0	0.7191	0.2123	0.0593	0.1421	0	0.0978	0.1074	0.5325	0.1907	0.2658	0.066	0.2069	0.509	0.3107	0.1797	0.2156	0.5769	0
norA 1_M97169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
npmA 1_AB261016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092	0	0	0	0	0	0	0	0	0	0	0	0	0	0
optrA 1_KP399637	0	0	0	0	0	0	0	0	0	0	0	0.0348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0284	0	0	0.0461	0	0	0	0	0	0	0	0	0	0	0.0543	0	0	0	0.0111	0	0	0	0	0	0	0.0161
oqxA 1_EU370913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0097	0	0	0	0	0	0	0	0	0
oqxB 1_EU370913	0.0089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0085	0	0	0	0	0	0	0	0	0.0074	0.0121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0129	0	0	0	0	0	0	0	0	0	0	0.0126	0	0	0	0	0	0	0	0	0
rmtD2 1_HQ401565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0303	0	0	0	0	0	0	0	0	0	0	0.0546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0174	0	0	0	0	0	0	0	0	0
rmtF 1_JQ955744	0	0	0	0.0383	0	0	0.4113	0.0221	0.1255	0.0371	0	0.3184	0.0574	0.0815	0.0749	0	0	0.0518	0.0247	0.05	0.0721	0	0	0	0.0287	0.047	0.0455	0	0	0	0.0967	0.0476	0.1029	0	0	0	0	0.0526	0	0.0393	0	0.0763	0.0631	0.0842	0	0.2061	0.0244	0.1553	0.0836	0.0551	0	0.0589	0	0	0	0.0385	0.0531	0	0.0575	0.0555	0	0	0.1349	0.1002	0	0	0.0863	0	0	0.0149	0	0	0	0	0	0.0621	0.0739	0.1091	0.0609	0.146	0	0.0879	0	0	0	0.0911	0.0339	0.0638	0.0654	0	0.0231	0	0.0371	0
rmtG 1_444327362	0	0	0	0.0373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0489	0	0	0.0421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0159	0	0.033	0	0	0	0	0	0	0
spc 1_X02588	0	0	0	0	0	0	0	0	0	0	0	0.1056	0	0	0	0	0	0.0516	0	0	0	0	0	0	0	0	0	0	0	0.2823	0	0	0	0	0.0499	0.0559	0	0.0523	0	0	0	0	0	0	0	0.0683	0	0	0	0	0	0	0	0	0.0474	0	0	0	0	0	0	0	0.0447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3631	0	0	0	0	0	0	0	0.0423	0.065	0	0.023	0	0	0.0244
strA 1_M96392	0	0	0	0.0367	0	0	0	0	0	0.0357	0	0	0	0.0783	0	0.0316	0	0.0498	0.0237	0.012	0.0231	0	0	0	0	0.0452	0	0.0356	0	0.0545	0	0	0	0	0	0	0.0461	0	0	0.0378	0.0492	0	0	0.0404	0	0	0	0	0	0	0	0	0.0773	0	0.0458	0.037	0	0	0	0	0	0.0421	0.0432	0	0	0.0148	0	0.0388	0	0.0287	0	0	0	0	0	0	0	0	0.0293	0	0	0.0241	0.053	0	0.0784	0	0	0	0	0	0.0222	0	0.0178	0
strA 2_M28829	0	0.0566	0	0	0	0.0605	0.0494	0.0424	0	0.0357	0	0	0.0368	0	0	0.0316	0	0	0	0	0.0231	0	0	0.0451	0.0276	0	0	0	0	0.0273	0	0	0	0	0	0	0	0.0505	0	0.0378	0.0492	0.0732	0	0	0	0	0.0234	0	0	0	0	0	0	0	0	0.0185	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143	0	0	0	0	0	0	0	0	0.0293	0	0	0	0	0	0.0627	0	0	0.0408	0.0628	0	0	0.0532	0.0178	0.0235
strA 3_AF024602	0.033	0	0.1008	0.0367	0.0418	0	0	0.0212	0	0	0	0	0.0184	0	0	0	0	0	0.0237	0	0.0231	0	0.0831	0	0.0276	0	0	0	0	0	0	0.0229	0	0	0	0	0	0.0505	0	0.0378	0.0492	0	0.0606	0.0404	0.0363	0	0.0234	0	0	0	0	0	0	0	0	0.0185	0	0.1039	0	0	0	0	0.0432	0	0.0539	0.0295	0.0415	0	0	0	0	0	0	0.0482	0	0	0	0	0	0	0	0.0241	0	0	0.0941	0.0874	0	0.0204	0	0	0.0222	0	0.0178	0
strA 4_AF321551	0.1649	0.0566	0	0.0367	0	0.1209	0	0.0212	0	0	0	0	0.0919	0	0.024	0	0	0.0498	0.0237	0.072	0.0462	0.0833	0	0.0451	0.1104	0	0.0437	0.0712	0	0	0	0.0686	0	0	0	0.108	0	0	0	0	0	0	0	0.0808	0	0	0	0	0.0803	0.1058	0	0	0	0	0	0.074	0.051	0.052	0	0	0	0	0.0864	0	0	0.0148	0	0	0	0.0287	0	0.1349	0	0	0	0.0597	0.0237	0	0.0293	0	0	0.0121	0	0	0.0784	0	0	0.0204	0	0	0.0222	0.0532	0.0178	0
strA 5_AF321550	0.033	0	0	0	0	0	0	0	0	0	0	0	0.0552	0	0.0959	0	0	0	0	0.012	0	0	0	0	0.0276	0	0	0.0356	0	0.0273	0	0	0	0	0	0.054	0	0	0	0.0378	0.0492	0	0	0	0	0	0.0234	0	0	0.0529	0	0	0	0	0	0.0185	0	0.052	0	0	0	0.0421	0	0	0.1078	0.0148	0	0	0.0416	0.0287	0	0.1349	0	0.0964	0.0251	0	0.0237	0	0.0293	0.0701	0	0.0121	0	0	0.0627	0	0.0326	0.0204	0	0.0767	0	0	0	0.0235
strB 1_M96392	0.0625	0	0.1434	0.1394	0	0.172	0.0936	0.0402	0.0286	0.2705	0.0596	0	0.122	0	0.0682	0.0599	0	0	0.045	0.0341	0.0875	0.0395	0	0	0.0523	0	0	0.1013	0	0.1292	0.088	0.0867	0	0	0	0.1535	0.0437	0.0479	0	0.0358	0.0466	0.0347	0.1149	0.0383	0	0	0.0445	0.1414	0	0.0502	0	0	0	0.0777	0	0.1052	0.0483	0.0493	0.0524	0	0	0.0798	0	0	0	0.056	0.0393	0.0368	0.1182	0.0544	0	0	0	0.0914	0.0238	0.0566	0	0	0.0555	0	0	0.0686	0	0	0.0595	0.0415	0.0617	0.0774	0	0	0.063	0.0504	0.0506	0.0893
strB 3_AF024602	0.0313	0	0	0.0348	0	0.1147	0	0.1004	0	0.1015	0	0	0.0872	0	0	0.1197	0	0	0.045	0.0682	0.0875	0	0	0	0.1046	0	0	0.0338	0	0.0775	0.088	0.0867	0	0	0	0.2047	0.0437	0.0479	0	0.0358	0.1399	0.0694	0.1724	0.0383	0	0	0.0445	0	0.0761	0	0	0	0.0733	0	0	0.0175	0	0	0	0	0	0	0	0	0.0511	0.042	0.0786	0	0	0.0544	0	0.1279	0	0.0914	0.0238	0	0	0	0.0832	0	0	0.0458	0	0	0.0595	0.0415	0	0.0194	0	0	0.042	0.1009	0.0337	0
str 1_X92946	0	0.0527	0	0	0	0	0	0	0	0.0332	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0526	0	0	0	0	0	0	0	0	0.0856	0.1174	0	0	0	0	0.0386	0	0.0387	0	0	0	0	0	0	0	0.022	0	0	0	0	0	0	0	0.0146	0	0	0.019	0	0	0	0	0	0
str 2_FN435330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sul1 10_DQ143913	0	0	0	0	0	0	0	0.0203	0	0	0	0	0.0528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0137	0	0	0	0	0	0	0	0	0.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sul1 11_DQ914960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0425	0	0	0	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0324	0	0	0	0	0.0208	0	0	0	0	0	0	0	0	0.0164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0321	0	0	0	0	0	0	0	0	0	0	0	0
